1,1703.290240554049
2,2245.4857902729673
3,2297.0519785467127
4,2343.464289233329
5,2359.381021763633
6,2329.284200104167
7,2326.785750120954
8,2383.806293961476
9,2402.647679655193
10,2409.1632857326226
11,2382.993488791633
12,2484.767848294324
13,2425.577336459902
14,2428.4539545257385
15,2494.7170256734744
16,2464.230066229801
17,2480.703729571589
18,2477.8860866775585
19,2473.1955287530686
20,2543.872788078212
21,2522.6090753447784
22,2530.1911997573397
23,2503.341255459669
24,2527.706216950295
25,2525.3174865087994
26,2515.979717222155
27,2538.8108109424966
28,2518.1689282994685
29,2497.7374967142737
30,2478.5316704295738
31,2486.869991209058
32,2583.0743112128266
33,2542.983057265153
34,2546.4395189366214
35,2523.606798593697
36,2531.4949028867486
37,2583.014415001583
38,2534.159013263295
39,2557.4029487192697
40,2547.59079312319
41,2539.0461939206184
42,2583.625940469866
43,2578.159308002779
44,2588.3813072305643
45,2603.017924722494
46,2574.535886193618
47,2597.211647235509
48,2580.06149330457
49,2599.650870804011
50,2575.533261813754
51,2602.514971087473
52,2565.516560079222
53,2596.936567114606
54,2597.5390664513247
55,2593.632917797181
56,2591.4251018611208
57,2603.305775760598
58,2649.0123039334017
59,2568.205190227847
60,2613.3799135018226
61,2557.28860806622
62,2611.148588494935
63,2601.953613114293
64,2595.0332159799364
65,2571.3950902786096
66,2570.9288707328155
67,2643.3575584159526
68,2635.6125051887598
69,2640.2095917233178
70,2662.1834264150643
71,2588.5969715404444
72,2622.094061155269
73,2635.6317259708962
74,2623.4470437494288
75,2618.22904400329
76,2537.714465077463
77,2592.3814057277204
78,2607.5327769915966
79,2596.446447574789
80,2618.830156871085
81,2658.163958491144
82,2604.336111644788
83,2605.6316980224133
84,2654.5685707443654
85,2632.471615065013
86,2624.903752476869
87,2628.1299849465067
88,2661.1516432429203
89,2672.866602109395
90,2617.9335855879417
91,2606.5504184006445
92,2669.2237651052255
93,2641.6439373155517
94,2617.4972037799007
95,2565.324247956961
96,2666.0485197773337
97,2664.9757994320375
98,2678.3710845663086
99,2697.742203078777
100,2620.048097949977
