1,2923.4406918316818
2,3064.3574676174153
3,3131.586578039055
4,3189.970271040975
5,3170.7261205818218
6,3137.7011525170483
7,3079.061885551448
8,3177.477673129275
9,3193.9037121968636
10,3134.557191996286
11,3193.8896930274823
12,3199.05364411635
13,3152.7397314666937
14,3222.6690643534744
15,3268.25010266426
16,3170.353947423928
17,3241.7830819634064
18,3194.002093401935
19,3246.9423210341006
20,3234.6539393432213
21,3245.572817638588
22,3257.751577562987
23,3170.9041326519578
24,3221.4019490403753
25,3220.860080704142
26,3224.736985583613
27,3187.9687892663906
28,3214.348574177746
29,3246.9737093296535
30,3227.599615882404
31,3283.801705934241
32,3246.569791159278
33,3263.5536397865035
34,3264.8495506833447
35,3250.848056838519
36,3275.688249764554
37,3211.752013566204
38,3270.7894530588183
39,3257.900549182006
40,3261.830578061399
41,3225.1657860500627
42,3252.14370522706
43,3250.651423459038
44,3287.247492224212
45,3237.014798235686
46,3289.213958704983
47,3285.17848034074
48,3327.525010693719
49,3243.826373665541
50,3249.7300221552987
51,3281.975390469234
52,3296.915595461804
53,3268.679346930393
54,3285.526715786231
55,3260.643440846267
56,3289.7487297959774
57,3275.760467851918
58,3289.7704201905676
59,3304.6689142416767
60,3262.63956581881
61,3296.10558415792
62,3302.261152189616
63,3289.28530167545
64,3296.4863346468765
65,3286.5466910325285
66,3307.9737688602645
67,3310.117623252777
68,3293.157623455611
69,3242.15322759735
70,3300.1235477535392
71,3303.5072863668665
72,3343.91541630831
73,3277.5177406101393
74,3280.673645335478
75,3324.2407235437377
76,3307.7411799342544
77,3269.342287257506
78,3329.4385983369802
79,3305.01569375947
80,3295.313358595588
81,3290.6670245846276
82,3269.2293499967113
83,3301.4225650959816
84,3289.60027588741
85,3301.9842127536863
86,3275.665321623411
87,3284.7707761942884
88,3294.5250618223977
89,3298.875854957506
90,3312.8435422337175
91,3293.0395735125594
92,3291.5223123329797
93,3282.335317453298
94,3292.8073664668495
95,3289.3819462171114
96,3290.4613746805844
97,3268.8373673654814
98,3321.343814476858
99,3281.6196968238537
100,3286.959490672987
